>ptg000019l	658483
186433	186479	24
186480	186694	23
186695	186829	24
186830	186931	25
186932	187388	26
187389	187519	25
187520	188190	26
188191	188398	27
188399	188536	26
188537	188551	27
188552	188659	28
188660	188746	27
188747	188923	26
188924	189172	27
189173	189460	28
189461	189651	29
189652	189898	30
189899	190099	31
190100	190223	32
190224	190392	33
190393	190577	34
190578	190840	33
190841	190859	34
190860	190882	33
190883	191179	32
191180	191337	33
191338	191356	34
191357	191391	33
191392	191423	34
191424	191648	35
191649	191676	34
191677	191822	33
191823	191964	32
191965	192025	33
192026	192054	32
192055	192065	31
192066	192307	32
192308	192430	31
192431	192525	32
192526	192660	33
192661	192718	34
192719	193030	33
193031	193225	32
193226	193398	31
193399	193490	30
193491	193764	31
193765	193812	32
193813	193891	33
193892	193957	32
193958	194048	33
194049	194235	32
194236	194567	31
194568	194669	32
194670	195091	31
195092	195617	30
195618	195680	31
195681	195881	32
195882	195915	31
195916	196019	30
196020	196037	31
196038	196467	32
196468	196523	31
196524	196545	32
196546	196664	33
196665	196838	32
196839	197086	33
197087	197169	34
197170	197417	35
197418	197424	34
197425	197447	33
197448	197521	34
197522	197788	35
197789	197850	36
197851	197877	35
197878	197950	34
197951	197963	33
197964	197992	32
197993	198260	31
198261	198553	32
198554	198772	33
198773	199058	32
199059	199064	31
199065	199201	32
199202	199316	31
199317	199492	30
199493	199509	29
199510	200100	30
200101	200288	31
200289	200466	30
200467	200569	31
200570	200608	32
200609	200647	31
200648	200744	30
200745	200903	31
200904	201146	32
201147	201187	31
201188	201372	32
201373	201402	33
201403	201424	32
201425	201482	31
201483	201701	30
201702	201852	28
201853	201931	29
201932	202543	30
202544	202747	31
202748	202918	30
202919	203015	29
203016	203096	28
203097	203437	27
203438	203450	26
203451	203981	27
203982	205036	26
205037	205169	25
205170	205427	24
205428	205566	25
205567	205713	27
205714	205892	28
205893	205946	29
205947	205976	30
205977	205995	31
205996	206044	30
206045	206255	29
206256	206276	28
206277	206535	27
206536	206888	28
206889	207086	29
207087	207133	28
207134	207204	27
207205	207222	25
207223	207279	24
207280	207368	25
207369	207680	24
207681	208251	25
208252	208536	24
208537	208930	23
208931	209019	22
209020	209065	24
209066	209089	23
209090	209386	22
209387	209504	23
209505	209571	24
209572	209709	23
209710	209734	26
209735	209843	25
209844	209963	26
209964	210001	27
210002	210033	26
210034	210052	27
210053	210268	26
210269	210363	27
210364	210455	26
210456	210697	25
210698	210828	24
210829	211165	25
211166	211614	26
211615	212167	27
212168	212255	26
212256	212971	27
212972	212978	28
212979	213327	29
213328	213620	30
213621	213729	29
213730	213908	28
213909	213927	29
213928	214045	28
214046	214055	29
214056	214196	30
214197	214209	29
214210	214387	28
214388	214454	29
214455	214475	28
214476	214544	29
214545	214707	30
214708	214771	29
214772	214920	30
214921	215521	29
215522	215764	28
215765	215893	29
215894	216257	28
216258	216383	27
216384	216425	28
216426	216589	27
216590	216713	28
216714	216811	29
216812	217073	30
217074	217246	31
217247	217564	32
217565	217711	33
217712	217757	34
217758	217838	33
217839	217862	32
217863	217938	33
217939	218251	34
218252	218357	35
218358	218479	36
218480	218862	35
218863	218933	34
218934	218959	33
218960	219089	32
219090	219175	31
219176	219193	30
219194	219420	30
219421	219473	29
219474	219619	30
219620	219801	29
219802	220147	30
220148	220248	29
220249	220531	28
220532	220544	27
220545	221056	26
221057	221499	27
221500	221785	28
221786	222147	27
222148	222543	28
222544	222572	27
222573	222743	26
222744	222863	25
222864	223307	24
223308	223336	23
223337	223414	22
223415	223505	21
223506	223758	22
223759	223870	23
223871	223887	22
223888	223985	23
223986	224068	22
224069	224119	23
224120	224172	25
224173	224780	26
224781	224899	25
224900	224951	24
224952	225236	25
225237	225253	24
225254	225683	25
225684	225716	24
225717	225768	25
225769	225831	24
225832	226146	25
226147	226162	24
226163	226397	25
226398	226954	26
226955	227011	27
227012	227105	28
227106	227124	29
227125	227267	28
227268	227301	29
227302	228003	28
228004	228076	27
228077	228095	28
228096	228109	27
228110	228486	26
228487	228764	25
228765	228842	24
228843	228938	23
228939	229043	24
229044	229204	25
229205	229259	24
229260	229547	23
229548	229759	22
229760	230010	23
230011	230660	22
230661	230738	23
230739	230863	24
230864	231309	23
231310	231360	24
231361	232070	25
232071	232144	24
232145	232187	25
232188	232407	24
232408	232567	23
232568	232604	24
232605	232767	25
232768	233034	26
233035	233262	25
233263	233428	26
233429	233712	27
233713	233849	26
233850	234038	25
234039	234212	26
234213	234441	27
234442	234483	28
234484	234500	27
234501	234580	26
234581	235081	25
235082	235322	26
235323	235341	27
235342	235843	26
235844	236000	25
236001	236102	26
236103	236254	27
236255	236332	26
236333	236348	27
236349	236444	29
236445	236481	28
236482	236698	29
236699	236738	28
236739	236884	27
236885	236896	26
236897	237227	27
237228	237243	28
237244	237469	29
237470	237627	28
237628	237729	29
237730	237803	28
237804	238195	27
238196	238214	28
238215	238583	27
238584	238730	28
238731	238743	29
238744	238954	30
238955	239219	31
239220	239562	30
239563	239639	29
239640	239797	30
239798	239842	29
239843	240033	30
240034	240163	29
240164	240174	30
240175	240961	31
240962	241410	32
241411	241478	31
241479	241509	32
241510	241804	31
241805	241863	32
241864	242015	31
242016	242217	32
242218	242247	33
242248	242334	32
242335	242427	31
242428	242564	30
242565	243009	29
243010	243391	28
243392	243711	27
243712	243727	28
243728	243734	29
243735	243866	28
243867	243872	27
243873	243919	28
243920	244061	27
244062	244364	28
244365	244460	29
244461	244473	30
244474	244558	31
244559	244980	32
244981	245010	31
245011	245099	30
245100	245307	29
245308	245433	30
245434	245439	29
245440	245719	30
245720	245793	29
245794	245951	28
245952	246310	29
246311	246500	30
246501	246681	31
246682	246975	32
246976	247016	31
247017	247064	30
247065	247071	31
247072	247178	32
247179	247198	33
247199	247316	34
247317	247383	35
247384	247514	34
247515	247542	33
247543	247664	32
247665	248009	33
248010	248147	32
248148	248383	31
248384	248555	30
248556	248684	31
248685	248824	30
248825	248868	29
248869	248929	30
248930	249111	31
249112	249347	32
249348	249492	33
249493	249757	34
249758	249887	33
249888	250167	32
250168	250375	33
250376	250716	32
250717	250993	31
250994	251007	30
251008	251085	29
251086	251117	28
251118	251156	29
251157	251248	30
251249	251638	29
251639	251938	30
251939	252386	29
252387	252528	30
252529	252575	31
252576	252840	29
252841	252932	28
252933	252996	29
252997	253188	30
253189	253289	29
253290	253398	28
253399	253491	29
253492	253646	30
253647	253656	31
253657	253759	32
253760	253963	33
253964	253993	34
253994	254202	33
254203	254238	34
254239	254581	35
254582	254698	33
254699	254740	32
254741	254802	33
254803	254900	34
254901	255130	33
255131	255228	32
255229	255351	33
255352	255541	32
255542	255682	33
255683	255928	34
255929	255972	33
255973	256241	32
256242	256606	31
256607	256736	32
256737	256911	31
256912	256930	32
256931	256993	31
256994	257231	30
257232	257273	31
257274	257418	32
257419	257539	33
257540	257648	32
257649	257669	31
257670	258023	32
258024	258507	33
258508	258676	34
258677	258767	33
258768	258979	34
258980	259317	35
259318	259497	34
259498	259536	34
259537	259563	35
259564	259780	34
259781	260230	33
260231	260383	34
260384	260738	35
260739	261364	34
261365	261460	33
261461	261595	34
261596	261812	33
261813	261978	32
261979	262190	31
262191	262273	30
262274	262349	28
262350	262505	27
262506	262802	26
262803	262959	27
262960	263167	26
263168	263218	25
263219	263273	26
263274	263314	25
263315	263317	24
263318	263388	25
263389	263449	26
263450	264550	27
264551	264580	26
264581	264593	25
264594	264640	26
264641	264804	25
264805	264956	24
264957	264980	23
264981	265008	24
265009	265016	23
265017	265183	22
265184	265314	21
265315	265325	23
265326	265340	22
265341	265590	21
265591	266096	22
266097	266181	23
266182	266392	24
266393	266567	25
266568	266610	24
266611	266981	23
266982	267028	24
267029	267042	25
267043	267044	26
267045	267082	27
267083	267130	26
267131	267240	25
267241	267261	24
267262	268133	25
268134	268223	24
268224	268380	23
268381	268387	24
268388	268581	25
268582	269116	26
269117	269420	25
269421	269432	26
269433	269523	25
269524	269714	24
269715	269880	25
269881	269918	26
269919	270396	27
270397	270514	28
270515	271194	27
271195	271618	26
271619	271630	25
271631	271702	26
271703	271734	27
271735	271779	28
271780	271882	27
271883	271963	28
271964	272038	27
272039	272224	28
272225	272604	29
272605	272799	30
272800	272881	31
272882	273153	32
273154	273702	33
273703	273707	34
273708	273962	33
273963	274049	32
274050	274526	31
274527	274595	30
274596	274616	29
274617	274648	30
274649	274873	31
274874	274927	30
274928	275208	31
275209	275243	30
275244	275434	29
275435	275617	30
275618	275770	31
275771	275908	30
275909	276142	29
276143	276317	30
276318	276695	29
276696	276728	30
276729	276867	31
276868	276991	32
276992	277077	33
277078	277136	32
277137	277321	31
277322	277373	32
277374	277514	31
277515	277584	30
277585	277701	29
277702	277885	28
277886	278078	29
278079	278329	30
278330	278555	31
278556	278935	32
278936	279134	31
279135	279194	29
279195	279325	28
279326	279500	29
279501	279969	28
279970	280028	27
280029	280160	26
280161	280272	27
280273	280414	28
280415	280686	29
280687	281010	30
281011	281145	31
281146	281197	32
281198	281448	33
281449	281861	34
281862	281892	33
281893	281894	32
281895	282277	33
282278	282323	34
282324	282439	33
282440	282554	34
282555	282630	33
282631	282759	32
282760	282830	33
282831	282856	32
282857	282864	31
282865	282951	32
282952	283284	31
283285	283555	32
283556	283686	33
283687	283886	34
283887	284020	33
284021	284113	32
284114	284161	31
284162	284329	30
284330	284414	31
284415	284502	30
284503	284811	29
284812	285234	30
285235	285299	29
285300	285306	28
285307	285340	29
285341	285376	28
285377	285439	29
285440	285452	30
285453	285971	31
285972	286032	30
286033	286407	29
286408	286420	28
286421	286487	29
286488	286498	28
286499	286601	29
286602	286986	28
286987	287037	29
287038	287411	28
287412	287698	29
287699	287767	28
287768	287988	29
287989	288211	30
288212	288311	31
288312	288533	32
288534	288967	33
288968	288973	32
288974	289043	33
289044	289172	34
289173	289215	35
289216	289442	34
289443	289538	33
289539	289843	34
289844	289882	35
289883	290089	34
290090	290172	33
290173	290284	34
290285	290580	35
290581	290828	36
290829	290931	35
290932	291041	34
291042	291069	33
291070	291081	32
291082	291101	31
291102	291202	32
291203	291415	33
291416	291416	34
291417	291789	33
291790	291905	32
291906	291953	31
291954	291972	32
291973	292245	31
292246	292306	32
292307	292539	33
292540	292621	34
292622	292829	35
292830	292849	34
292850	292907	33
292908	292918	34
292919	293174	35
293175	293235	36
293236	293316	37
293317	293485	38
293486	293506	37
293507	293717	36
293718	293736	35
293737	293942	34
293943	293970	35
293971	294089	36
294090	294424	35
294425	294427	34
294428	294530	35
294531	294759	34
294760	294794	33
294795	294906	34
294907	294917	35
294918	294926	34
294927	295071	35
295072	295317	36
295318	295373	35
295374	295661	34
295662	295942	35
295943	296403	36
296404	296433	35
296434	296452	36
296453	296550	35
296551	296617	34
296618	296720	35
296721	297016	36
297017	297033	37
297034	297305	38
297306	297466	39
297467	297924	38
297925	298186	37
298187	298200	38
298201	298440	37
298441	298642	36
298643	298820	37
298821	298822	36
298823	298835	37
298836	298849	38
298850	298895	39
298896	299028	38
299029	299242	37
299243	299303	38
299304	299340	37
299341	299360	36
299361	299375	37
299376	299393	38
299394	299518	39
299519	299719	37
299720	299964	36
299965	300873	35
300874	301036	34
301037	301256	33
301257	301690	32
301691	301778	30
301779	302024	31
302025	302123	30
302124	302241	29
302242	302260	30
302261	302305	29
302306	302404	28
302405	302460	29
302461	302471	28
302472	302480	29
302481	302693	28
302694	302808	29
302809	302840	28
302841	302969	29
302970	303106	28
303107	303612	27
303613	303745	26
303746	303773	27
303774	304189	26
304190	304211	25
304212	304289	24
304290	304908	23
304909	305711	22
305712	305737	23
305738	305804	24
305805	306063	23
306064	306148	22
306149	306392	23
306393	306500	22
306501	306519	23
306520	306748	22
306749	307272	21
307273	307316	20
307317	307594	20
307595	307603	19
307604	307617	20
307618	307696	21
307697	307762	22
307763	307879	21
307880	307913	20
307914	308094	19
308095	308202	18
308203	308357	19
308358	308518	18
308519	308574	19
308575	308625	18
308626	308644	19
308645	308849	18
308850	309161	19
309162	309439	20
309440	310737	21
310738	310862	20
310863	311010	21
311011	311091	22
311092	311121	23
311122	311134	24
311135	311140	25
311141	311825	24
311826	311876	25
311877	312166	26
312167	312229	27
312230	312394	28
312395	312569	27
312570	312575	26
312576	312646	27
312647	312895	26
312896	312934	27
312935	313282	26
313283	313715	25
313716	313812	26
313813	314167	27
314168	314407	26
314408	314592	27
314593	314645	28
314646	315047	27
315048	315062	26
315063	316029	25
316030	316054	24
316055	316598	23
316599	316683	22
316684	316808	21
316809	317210	22
317211	317229	23
317230	317422	22
317423	317455	21
317456	317631	20
317632	317726	21
317727	317845	20
317846	318515	19
318516	318689	20
318690	318834	21
318835	319179	22
319180	319205	21
319206	319335	20
319336	320160	19
320161	320185	18
320186	320259	19
320260	320300	18
320301	321052	19
321053	321075	20
321076	321158	21
321159	321435	20
321436	321559	19
321560	321729	18
321730	321817	17
321818	321912	16
321913	321917	15
321918	322042	17
322043	322199	16
322200	322268	17
322269	322367	18
322368	322578	17
322579	323775	18
323776	324042	19
324043	324089	20
324090	324134	21
324135	324361	20
324362	324392	21
324393	324518	22
324519	324655	21
324656	325285	22
325286	325289	23
325290	325415	22
325416	325532	23
325533	325541	24
325542	325942	23
325943	326072	24
326073	326115	25
326116	326259	24
326260	326484	25
326485	326634	26
326635	326842	27
326843	326892	26
326893	326917	25
326918	327100	26
327101	327129	27
327130	327281	26
327282	327427	27
327428	327508	28
327509	327884	29
327885	327940	30
327941	328651	31
328652	328782	30
328783	328885	31
328886	328915	32
328916	328999	33
329000	329048	34
329049	329376	35
329377	329495	34
329496	329829	33
329830	330477	32
330478	330532	33
330533	330605	34
330606	330689	35
330690	331176	34
331177	331203	33
331204	331252	34
331253	331254	33
331255	331302	34
331303	331475	33
331476	331661	34
331662	331806	35
331807	331866	36
331867	332094	35
332095	332143	36
332144	332186	37
332187	332230	36
332231	332553	37
332554	332599	39
332600	332666	40
332667	333122	39
333123	333298	38
333299	333586	37
333587	333709	38
333710	333801	39
333802	333906	40
333907	334120	39
334121	334231	38
334232	334392	37
334393	334403	38
334404	334576	39
334577	334807	40
334808	334821	39
334822	334971	40
334972	335227	39
335228	335464	40
335465	335472	39
335473	335478	40
335479	335798	39
335799	335806	40
335807	336045	41
336046	336168	42
336169	336175	41
336176	336245	40
336246	336283	38
336284	336294	37
336295	336320	36
336321	337138	35
337139	337185	34
337186	337213	35
337214	337358	36
337359	337430	35
337431	337597	36
337598	337657	37
337658	337857	38
337858	338001	39
338002	338084	38
338085	338276	39
338277	338339	38
338340	338613	39
338614	338631	40
338632	338689	41
338690	338775	40
338776	338966	38
338967	338985	39
338986	339112	38
339113	339126	39
339127	339253	38
339254	339272	39
339273	339429	38
339430	339523	39
339524	339575	38
339576	339680	39
339681	339900	40
339901	339947	41
339948	340268	40
340269	340427	41
340428	340663	40
340664	340676	39
340677	340713	38
340714	340917	37
340918	340995	36
340996	341348	35
341349	341599	36
341600	341631	37
341632	341657	38
341658	341818	37
341819	341940	36
341941	341979	35
341980	342000	34
342001	342062	33
342063	342223	34
342224	342294	35
342295	342316	34
342317	342398	33
342399	342419	34
342420	342444	35
342445	342528	36
342529	342593	37
342594	342618	36
342619	342943	37
342944	343018	38
343019	343110	39
343111	343226	38
343227	343290	39
343291	343410	38
343411	343487	37
343488	343788	38
343789	343826	37
343827	344102	38
344103	344181	37
344182	344425	36
344426	344546	37
344547	344554	36
344555	344938	37
344939	345472	36
345473	345538	37
345539	345674	38
